date,airPressure_outside_fall,airPressure_outside_max,airPressure_outside_mean,airPressure_outside_min,airPressure_outside_rise,hour_group,humidity_outside_fall,humidity_outside_max,humidity_outside_mean,humidity_outside_min,humidity_outside_rise,light_outside_max,light_outside_mean,light_outside_min,rain_outside_max,rain_outside_mean,rain_outside_min,temperature_outside_fall,temperature_outside_max,temperature_outside_mean,temperature_outside_min,temperature_outside_rise
09-22-2017 0,11,1005,1003.0857142857,1001,5,0,42,87,77.7142857143,71,31,0,0,0,0,0,0,8,19,15.7428571429,14,14
09-22-2017 1,5,1002,1001.6285714286,1001,8,1,31,77,68.5142857143,57,37,2120,326.3142857143,0,0,0,0,17,19,15.8285714286,14,8
09-22-2017 2,5,1003,1001.6470588235,1001,0,2,44,92,66.0882352941,54,23,488,202.8235294118,14,21,3.2647058824,0,8,20,17.9705882353,16,14
09-22-2017 3,8,1005,1003.7941176471,1003,5,3,35,100,91.7352941176,80,47,41,3.9705882353,0,21,10.7941176471,0,11,18,16.1470588235,16,11
09-23-2017 0,2,1007,1006,1005,0,0,35,87,78.8235294118,66,47,0,0,0,0,0,0,11,18,15.5588235294,14,14
09-23-2017 1,8,1007,1006.1470588235,1005,2,1,32,87,70.8235294118,48,47,2415,648.3235294118,0,0,0,0,20,23,17.0588235294,14,14
09-23-2017 2,0,1007,1006.3235294118,1006,2,2,35,61,51.7058823529,47,52,284,175.7647058824,112,0,0,0,14,22,20.8529411765,20,11
09-23-2017 3,2,1007,1006.8,1006,0,3,60,86,62.2571428571,46,28,82,9.3142857143,0,0,0,0,11,21,18.6571428571,16,25
09-24-2017 0,8,1011,1008.5882352941,1007,5,0,38,80,73.4117647059,64,29,0,0,0,0,0,0,5,17,15.2058823529,14,11
09-24-2017 1,5,1009,1008.0857142857,1007,2,1,48,80,61.8,36,48,3270,833.5142857143,0,0,0,0,25,27,18.0285714286,13,17
09-24-2017 2,0,1008,1008,1008,0,2,44,52,46.2058823529,43,41,180,149.4705882353,109,0,0,0,2,21,20.9411764706,20,2
09-24-2017 3,5,1010,1009,1008,0,3,55,70,58.6176470588,43,32,109,10.0294117647,0,0,0,0,14,21,18.8823529412,17,29
09-25-2017 0,5,1011,1010.5,1010,5,0,44,81,76.5294117647,68,11,0,0,0,0,0,0,2,19,15.7941176471,14,8
09-25-2017 1,2,1012,1011.4,1011,2,1,11,80,73.9428571429,65,34,771,245.0857142857,0,0,0,0,17,19,15.7428571429,14,2
09-25-2017 2,2,1012,1011.1470588235,1011,2,2,20,65,54.5,46,47,469,297.6470588235,70,0,0,0,8,22,20.9411764706,19,0
09-25-2017 3,0,1011,1011,1011,0,3,36,70,65.2121212121,59,12,58,4.2727272727,0,0,0,0,0,21,19.3636363636,18,9
09-26-2017 0,8,1014,1011.9411764706,1010,5,0,14,80,62.2352941176,45,20,0,0,0,0,0,0,2,18,16.3235294118,15,8
09-26-2017 1,2,1010,1009.9428571429,1009,2,1,11,78,71.8,67,40,455,110.9428571429,0,23,1.8,0,5,19,17.2285714286,17,0
09-26-2017 2,11,1011,1010.5294117647,1010,8,2,8,67,55.7647058824,47,52,605,285.3823529412,80,0,0,0,8,21,19.8235294118,19,5
09-26-2017 3,14,1014,1012.4117647059,1010,2,3,17,47,43,40,20,57,5.0882352941,0,0,0,0,0,20,17.9705882353,16,11
09-27-2017 0,2,1019,1016.4285714286,1014,0,0,40,60,54.2,48,14,0,0,0,0,0,0,0,15,13.8857142857,13,5
09-27-2017 1,11,1017,1015.2941176471,1014,2,1,29,57,53.2352941176,46,35,1997,604.5588235294,0,0,0,0,17,18,15.3235294118,13,11
09-27-2017 2,0,1017,1017,1017,0,2,14,53,43.8529411765,37,50,473,269.2941176471,97,0,0,0,2,18,17.5882352941,17,0
09-27-2017 3,5,1019,1018.2571428572,1017,0,3,48,54,45.1428571429,37,0,71,5.9428571429,0,0,0,0,0,18,15.8571428571,14,11
09-28-2017 0,5,1021,1019.6470588235,1019,5,0,35,63,58.4705882353,54,26,0,0,0,0,0,0,2,13,11.6470588235,10,11
09-28-2017 1,5,1021,1019.7352941177,1019,2,1,14,59,55.6764705882,49,35,859,273,0,0,0,0,20,15,12.5588235294,11,11
09-28-2017 2,0,1020,1019.4571428572,1019,2,2,14,48,41.2,36,45,312,201.0285714286,92,0,0,0,8,17,16.5142857143,15,5
09-28-2017 3,5,1021,1020.5,1019,2,3,55,61,46.6764705882,35,5,85,7.6764705882,0,0,0,0,0,16,13.9411764706,12,11
09-29-2017 0,0,1020,1017.5,1015,8,0,23,63,57.0588235294,54,35,0,0,0,0,0,0,8,12,10.8235294118,10,8
09-29-2017 1,8,1019,1018.6285714286,1018,5,1,11,54,52.1428571429,47,28,645,113.0571428571,0,0,0,0,5,14,12.2285714286,12,0
09-29-2017 2,0,1019,1017.2121212121,1016,9,2,12,48,38.2424242424,33,45,470,264.6060606061,94,0,0,0,12,16,15.4545454545,14,6
09-29-2017 3,3,1017,1016.5161290323,1016,3,3,54,53,42.6451612903,33,9,79,7.6774193548,0,0,0,0,0,16,13.3870967742,11,16
09-30-2017 0,0,1015,1014.5142857143,1014,2,0,37,59,55.1428571429,49,17,0,0,0,0,0,0,2,12,9.6571428571,9,11
09-30-2017 1,0,1015,1015,1015,0,1,20,57,48.8529411765,39,44,1699,506.2647058824,0,0,0,0,20,15,11.3823529412,9,5
09-30-2017 2,0,1015,1013.7714285714,1013,5,2,22,41,37,31,28,479,283.6571428571,66,0,0,0,14,20,15.2857142857,14,14
09-30-2017 3,2,1014,1013.705882353,1013,0,3,41,71,42.0588235294,35,23,52,4.0294117647,0,0,0,0,8,20,14.4411764706,12,17
10-01-2017 0,2,1017,1015.5428571429,1014,0,0,42,66,61.2571428571,58,20,0,0,0,0,0,0,5,11,9.2,8,8
10-01-2017 1,2,1015,1014.7142857143,1014,0,1,22,63,56.8,48,37,2722,572.5428571429,0,0,0,0,20,15,10.9142857143,8,11
10-01-2017 2,0,1015,1015,1015,0,2,20,52,44.2058823529,41,29,278,201.8235294118,95,0,0,0,11,16,15.1176470588,14,8
10-01-2017 3,5,1017,1015.7941176471,1015,0,3,35,57,49.8823529412,43,5,76,6.7941176471,0,0,0,0,0,15,12.9411764706,11,11
10-02-2017 0,2,1017,1016.205882353,1015,8,0,50,82,72.5294117647,65,35,0,0,0,0,0,0,11,11,8.9411764706,8,14
10-02-2017 1,2,1018,1017.8235294118,1017,0,1,32,72,58.3529411765,39,47,2415,631.2352941176,0,0,0,0,23,18,11.4117647059,8,14
10-02-2017 2,0,1018,1016.6285714286,1015,8,2,25,47,43.9428571429,41,31,233,157.4,77,0,0,0,8,16,15.5428571429,14,2
10-02-2017 3,5,1016,1015.7941176471,1015,2,3,55,79,69.2058823529,42,17,65,5.2647058824,0,0,0,0,8,16,12.2352941176,10,23
10-05-2017 0,0,1010,1003.0588235294,996,14,0,32,83,67.4117647059,55,41,0,0,0,0,0,0,14,18,14.4411764706,11,8
10-05-2017 1,0,1008,1007.7142857143,1007,2,1,48,72,64.6,53,37,1840,493.5428571429,0,0,0,0,37,19,14.1714285714,10,17
10-05-2017 2,0,1007,1003.7647058824,1001,17,2,29,60,50.8529411765,44,50,459,215.7352941176,81,0,0,0,11,21,19.4411764706,18,5
10-05-2017 3,0,1001,999.7352941176,998,8,3,35,58,55.2647058824,49,38,65,4.7058823529,0,0,0,0,5,20,18.7058823529,18,11
10-06-2017 0,8,1003,999.1764705882,995,5,0,45,97,76.1714285714,58,31,0,0,0,22,6.8235294118,0,2,17,13.9428571429,11,14
10-06-2017 1,2,996,995.0588235294,995,0,1,47,64,55.8823529412,39,41,2335,554.3823529412,0,0,0,0,26,26,18.6764705882,15,11
10-06-2017 2,2,996,995.2058823529,995,2,2,26,56,45.2058823529,36,44,398,202.8235294118,10,0,0,0,8,22,21.3529411765,20,8
10-06-2017 3,20,1002,998.5714285714,996,2,3,71,87,57.0285714286,40,11,10,0.5142857143,0,24,4.0571428571,0,2,20,16.0571428571,12,25
10-07-2017 0,6,1003,1000.9393939394,999,15,0,6,100,99.6060606061,98,0,0,0,0,20,12.0588235294,6,0,11,9.5454545455,9,6
10-07-2017 1,8,1004,1002.2941176471,1001,8,1,2,100,99.9705882353,99,2,102,23.2941176471,0,16,8.3235294118,0,8,10,9.5588235294,9,11
10-07-2017 2,5,1002,1001.5428571429,1001,8,2,0,100,100,100,0,104,40.8857142857,8,24,15.3428571429,7,2,10,9.0285714286,9,2
10-07-2017 3,8,1002,1001.2647058824,1001,8,3,0,100,100,100,0,4,0.2058823529,0,19,13.5882352941,9,2,10,9.0294117647,9,2
10-08-2017 0,5,1001,1000.0857142857,999,2,0,20,100,94.3714285714,86,22,0,0,0,13,9.7142857143,6,11,11,9.9714285714,9,11
10-08-2017 1,2,1000,999.0285714286,999,0,1,11,100,98.9428571429,91,14,98,33.0571428571,0,10,7.9142857143,6,20,12,9.8857142857,9,14
10-08-2017 2,0,1000,999.1176470588,999,2,2,29,98,93.7352941176,85,41,321,147.1764705882,50,13,10.0882352941,6,20,14,12.3823529412,10,8
10-08-2017 3,5,1000,999.7941176471,999,2,3,29,98,90.0882352941,74,50,37,2.7647058824,0,14,13.5,13,14,14,12.3529411765,10,17
10-09-2017 0,5,1008,1004.4411764706,1001,0,0,35,97,91.3235294118,87,32,0,0,0,10,5,0,8,12,10.4411764706,10,11
10-09-2017 1,8,1004,1002.8529411765,1001,0,1,38,94,75.8235294118,50,41,2936,570.6470588235,0,10,3.3823529412,0,17,21,13.2352941176,9,17
10-09-2017 2,2,1005,1004.1714285714,1004,5,2,37,69,62.4571428571,56,42,231,138.0285714286,58,0,0,0,14,18,17.0857142857,16,11
10-09-2017 3,8,1007,1005.6764705882,1004,0,3,58,91,81.5294117647,68,20,37,2.7058823529,0,0,0,0,2,17,14.1470588235,12,20
10-10-2017 0,8,1012,1009.9705882353,1008,0,0,41,98,92.7058823529,87,35,0,0,0,0,0,0,8,11,10.0294117647,9,14
10-10-2017 1,2,1010,1009.5714285714,1009,0,1,40,96,78.5714285714,58,45,2688,518.6285714286,0,0,0,0,31,19,13,9,22
10-10-2017 2,0,1010,1009.3235294118,1009,2,2,35,74,60.2941176471,50,47,264,144.7058823529,49,0,0,0,20,17,16.0294117647,15,17
10-10-2017 3,5,1011,1010.2285714286,1009,0,3,51,94,80.4571428571,56,25,40,2.9142857143,0,0,0,0,11,19,12.9428571429,11,25
10-11-2017 0,0,1012,1012,1012,0,0,44,95,87.4705882353,71,32,0,0,0,0,0,0,2,16,10.7941176471,8,14
10-11-2017 1,5,1014,1012.9714285714,1012,2,1,37,95,77.5142857143,46,48,2590,488.7647058824,0,0,0,0,40,22,12.6,8,25
10-11-2017 2,2,1014,1012.3823529412,1012,5,2,35,62,53.6470588235,46,55,178,133.1470588235,64,0,0,0,11,18,17.3235294118,16,8
10-11-2017 3,8,1013,1012.2647058824,1012,8,3,52,86,74.7058823529,53,29,50,3.1470588235,0,0,0,0,14,17,14.2058823529,13,20
10-12-2017 0,0,1012,1011.4285714286,1010,5,0,28,85,77.4571428571,67,22,0,0,0,0,0,0,11,16,13.4571428571,11,11
10-12-2017 1,2,1013,1012.5428571429,1012,0,1,22,82,73.8857142857,64,40,464,175.9714285714,0,0,0,0,20,16,13.2857142857,11,11
10-12-2017 2,0,1013,1011.5588235294,1011,5,2,32,64,59.2352941176,53,47,334,145.2352941176,67,0,0,0,8,19,18.2647058824,16,0
10-12-2017 3,0,1011,1011,1011,0,3,44,78,69.3529411765,58,32,53,3.4117647059,0,0,0,0,8,19,16.1764705882,15,17
10-13-2017 0,5,1012,1010.6176470588,1010,0,0,38,86,76.5588235294,70,20,0,0,0,0,0,0,8,14,13.1764705882,12,14
10-13-2017 1,5,1011,1010.8823529412,1010,2,1,38,85,71.6470588235,47,47,2745,463.7647058824,0,0,0,0,32,23,15.6176470588,12,26
10-13-2017 2,0,1011,1008.6470588235,1007,11,2,29,64,56.5,50,38,278,171.8235294118,68,0,0,0,8,22,20.5294117647,19,2
10-13-2017 3,8,1010,1008.4285714286,1007,0,3,57,80,67.2285714286,58,28,46,3.2285714286,0,0,0,0,5,21,17.3428571429,14,28
10-14-2017 0,5,1015,1013.4705882353,1012,2,0,41,91,80.7941176471,72,26,0,0,0,0,0,0,8,14,13.3823529412,12,14
10-14-2017 1,5,1014,1013.3142857143,1012,2,1,34,86,68.1428571429,45,37,2671,364.0857142857,0,0,0,0,28,22,15.6,12,25
10-14-2017 2,0,1014,1013.1764705882,1013,2,2,44,53,48.2058823529,43,32,213,147.0294117647,43,0,0,0,23,22,19.2647058824,17,17
10-14-2017 3,5,1015,1014,1013,0,3,44,89,72.7352941176,53,35,26,1.3529411765,0,0,0,0,17,18,15.9117647059,13,35
10-15-2017 0,0,1015,1015,1015,0,0,45,93,86.7428571429,75,25,0,0,0,0,0,0,11,16,13.2857142857,11,17
10-15-2017 1,11,1017,1015.9714285714,1015,8,1,34,91,73.0285714286,51,51,4173,438.8,0,0,0,0,25,20,15.0285714286,11,20
10-15-2017 2,0,1016,1014.8235294118,1014,5,2,44,57,50.1470588235,45,29,384,231.9117647059,40,0,0,0,5,22,20.4705882353,20,5
10-15-2017 3,5,1015,1014.0588235294,1013,0,3,47,80,64.1764705882,55,20,27,1.3529411765,0,0,0,0,8,20,18.1176470588,16,17
10-16-2017 0,5,1017,1016.4117647059,1015,5,0,38,91,85.7941176471,78,32,0,0,0,0,0,0,8,17,14.3529411765,13,8
10-16-2017 1,8,1019,1017.5882352941,1016,0,1,38,91,74.4705882353,50,38,2398,383.1764705882,0,0,0,0,23,23,16.5882352941,12,14
10-16-2017 2,0,1019,1017.6470588235,1017,5,2,38,63,58.1764705882,53,38,214,151.0294117647,63,0,0,0,2,21,20.6176470588,20,2
10-16-2017 3,0,1017,1017,1017,0,3,51,87,79.4571428571,62,28,48,2.8571428571,0,0,0,0,5,20,17.2,16,17
10-17-2017 0,2,1016,1014.8235294118,1013,8,0,29,97,87.9705882353,79,35,0,0,0,0,0,0,0,15,14.7352941176,14,2
10-17-2017 1,2,1016,1015.6764705882,1015,2,1,29,84,70.7647058824,45,44,2930,416.0588235294,0,0,0,0,17,25,17.2647058824,14,8
10-17-2017 2,2,1016,1014.4,1013,11,2,37,61,57.1142857143,54,37,188,141,49,0,0,0,5,22,21.7142857143,20,2
10-17-2017 3,2,1014,1013.9411764706,1013,0,3,50,94,82.5882352941,61,32,32,1.5294117647,0,0,0,0,17,21,17.4705882353,15,29
10-18-2017 0,0,1014,1010.6060606061,1008,6,0,29,96,92.3529411765,87,29,0,0,0,0,0,0,8,15,13.6176470588,13,14
10-18-2017 1,5,1013,1012.2857142857,1012,8,1,28,95,78.3714285714,52,51,2927,402.6571428571,0,0,0,0,25,22,16.0857142857,13,11
10-18-2017 2,0,1012,1009.9411764706,1008,11,2,35,62,50.6176470588,38,50,189,139.4705882353,29,0,0,0,14,23,22.0294117647,20,17
10-18-2017 3,14,1009,1008.5294117647,1008,14,3,52,90,83.0882352941,65,17,19,1,0,0,0,0,5,20,16.6470588235,15,20
10-19-2017 0,2,1008,1006.3611111111,1005,11,0,27,91,88.3055555556,84,30,0,0,0,0,0,0,8,16,13.9444444444,12,11
10-19-2017 1,0,1007,1007,1007,0,1,32,91,77.5882352941,50,41,2580,376.6176470588,0,0,0,0,26,24,16.2647058824,12,17
10-19-2017 2,0,1007,1005.8823529412,1005,5,2,23,63,54.5294117647,49,38,228,165.6176470588,53,0,0,0,8,23,21.7352941176,20,2
10-19-2017 3,2,1006,1005.5588235294,1005,0,3,50,85,76.5882352941,54,29,32,1.5588235294,0,0,0,0,14,21,17.5,15,26
10-20-2017 0,5,1007,1006.0294117647,1005,0,0,41,94,86.4705882353,80,41,0,0,0,0,0,0,14,16,14.8529411765,14,14
10-20-2017 1,6,1007,1006.40625,1006,3,1,28,83,71.3125,43,43,2995,409.03125,0,0,0,0,20,25,17.0588235294,14,14
10-20-2017 2,0,1007,1005.8,1005,5,2,28,62,58.3428571429,54,28,224,156.2285714286,35,0,0,0,25,23,21.8,20,22
10-20-2017 3,5,1007,1006.2352941177,1005,0,3,58,97,83.4705882353,63,35,20,0.7941176471,0,0,0,0,23,21,17.4705882353,15,44
10-21-2017 0,2,1007,1004.0882352941,1002,5,0,61,93,83.1764705882,66,23,0,0,0,0,0,0,11,18,14.7941176471,13,23
10-21-2017 1,5,1007,1006.7428571429,1006,2,1,37,98,86.3428571429,79,40,2155,373.6285714286,0,0,0,0,25,17,14,12,17
10-21-2017 2,0,1007,1004.8529411765,1003,11,2,32,79,69.3235294118,59,50,265,168.4705882353,30,0,0,0,14,20,19.0588235294,17,8
10-21-2017 3,0,1003,1002.5882352941,1002,2,3,35,80,73.3823529412,64,50,15,0.5882352941,0,0,0,0,11,19,17.6176470588,17,14
10-22-2017 0,5,1004,1003.1428571429,1002,2,0,54,93,84.4,68,22,0,0,0,0,0,0,11,18,14.4857142857,13,17
10-22-2017 1,8,1006,1005.0571428572,1003,0,1,25,92,80.0857142857,57,45,1621,312.0571428571,0,0,0,0,28,22,15.8,13,11
10-22-2017 2,2,1006,1005.1470588235,1004,5,2,32,68,65.2941176471,63,35,394,202.9411764706,23,0,0,0,11,19,17.8529411765,17,8
10-22-2017 3,8,1005,1004.8529411765,1004,8,3,35,78,68.6764705882,63,8,10,0.3823529412,0,0,0,0,5,18,15.8823529412,14,14
10-23-2017 0,5,1003,997.2352941176,992,14,0,20,100,95.3235294118,88,2,0,0,0,17,6.8529411765,0,8,15,13.6176470588,12,5
10-23-2017 1,0,1001,999.3235294118,998,8,1,32,98,89.1176470588,71,35,359,111.1764705882,0,0,0,0,11,18,13.7647058824,12,11
10-23-2017 2,0,997,995.4117647059,994,8,2,20,81,72.6764705882,69,29,355,137.3529411765,5,0,0,0,8,18,17.2647058824,16,5
10-23-2017 3,0,994,993.6571428571,993,2,3,37,100,90.9714285714,75,2,4,0.1142857143,0,24,10.7142857143,0,2,17,15.2571428571,14,11
10-24-2017 0,11,1010,1001.1470588235,993,2,0,5,100,94.6764705882,88,17,0,0,0,22,7.8235294118,0,2,15,11,7,8
10-24-2017 1,11,996,994,993,2,1,0,100,100,100,0,65,15.7058823529,0,24,16.5882352941,11,0,15,14.0882352941,14,2
10-24-2017 2,22,1002,998.7142857143,996,5,2,0,100,100,100,0,160,28.2285714286,0,24,17.3428571429,3,2,15,11.9142857143,9,20
10-24-2017 3,20,1008,1005.5294117647,1002,2,3,32,100,95.9411764706,83,32,0,0,0,18,4.2647058824,0,2,9,8.5588235294,7,8
10-25-2017 0,14,1017,1013.8235294118,1010,8,0,32,90,86.5294117647,81,38,0,0,0,1,0.2941176471,0,5,11,8.3235294118,7,5
10-25-2017 1,8,1015,1013.3714285714,1012,0,1,17,85,77.0285714286,60,48,2100,337.4571428571,0,10,0.6,0,11,11,8,7,5
10-25-2017 2,2,1016,1015.2352941177,1015,0,2,44,77,58.3529411765,53,29,330,210.2352941176,33,0,0,0,11,12,11.0294117647,10,8
10-25-2017 3,2,1017,1016.7714285714,1016,0,3,42,92,84.8857142857,75,28,18,0.6857142857,0,0,0,0,11,15,10.4285714286,9,20
10-26-2017 0,2,1017,1013.6764705882,1011,14,0,29,100,94.1764705882,87,17,0,0,0,1,0.5588235294,0,17,10,9.0882352941,8,20
10-26-2017 1,2,1016,1015.0294117647,1015,2,1,55,91,81.4705882353,65,35,266,104.8235294118,0,0,0,0,26,14,9.7058823529,8,23
10-26-2017 2,2,1015,1013.2857142857,1012,8,2,34,87,83.5142857143,81,31,317,205.2857142857,29,0,0,0,5,12,11.6285714286,11,5
10-26-2017 3,5,1013,1012.7647058824,1012,5,3,50,98,88.5,72,29,12,0.4411764706,0,1,0.2352941176,0,17,16,11.5294117647,10,20
10-27-2017 0,0,1011,1003.0571428572,996,8,0,2,100,99.9428571429,99,2,0,0,0,2,0.7714285714,0,5,13,10.8857142857,8,5
10-27-2017 1,0,1009,1007.303030303,1006,9,1,24,100,92.4848484848,79,36,521,162.4545454545,0,2,0.9393939394,0,30,15,10.5454545455,8,21
10-27-2017 2,0,1005,1002,999,17,2,20,91,84.4117647059,80,38,386,174.6176470588,20,0,0,0,14,15,13.8823529412,11,2
10-27-2017 3,0,999,998.1034482759,996,10,3,48,98,88.724137931,78,31,9,0.3793103448,0,0,0,0,14,17,14.1428571429,13,21
10-28-2017 0,3,998,996.9696969697,996,0,0,15,100,97.4242424242,83,21,0,0,0,22,3.9090909091,0,3,13,11.3939393939,9,9
10-28-2017 1,11,1000,998.1176470588,996,0,1,8,100,98.3235294118,82,8,112,25.3235294118,0,22,12.4411764706,1,14,17,11.7647058824,10,20
10-28-2017 2,0,1000,999.1714285714,999,2,2,37,100,92.0571428571,77,54,290,166.7428571429,8,24,11.6857142857,0,8,14,11.6857142857,10,5
10-28-2017 3,3,1000,999.2,998,6,3,36,98,91.2,88,20,1,0.0333333333,0,1,0.6,0,3,12,11.2,10,10
10-29-2017 0,5,997,993.1428571429,986,8,0,31,99,87.4285714286,71,34,0,0,0,1,0.4285714286,0,11,11,9.3428571429,8,11
10-29-2017 1,2,996,993.6571428571,990,20,1,37,97,75.3428571429,52,37,3851,508.4285714286,0,0,0,0,22,18,11.6571428571,8,20
10-29-2017 2,0,990,985.6470588235,983,20,2,29,68,58.7647058824,53,35,446,171.7647058824,0,0,0,0,8,16,14.5588235294,14,8
10-29-2017 3,14,986,984.1470588235,983,5,3,44,73,64.5294117647,60,26,0,0,0,0,0,0,5,14,13.3823529412,11,11
10-30-2017 0,20,1006,994.0882352941,987,2,0,32,81,70.8529411765,63,52,0,0,0,0,0,0,11,10,8.6764705882,7,14
10-30-2017 1,17,997,994.2352941176,991,0,1,28,72,55.1714285714,39,48,3554,495.0882352941,0,0,0,0,22,19,11.2571428571,8,14
10-30-2017 2,11,1001,998.4571428571,997,0,2,41,43,37.2647058824,34,38,348,129.8285714286,0,0,0,0,0,12,11.6176470588,10,5
10-30-2017 3,11,1005,1003.4117647059,1001,0,3,52,62,53,40,20,0,0,0,0,0,0,20,14,9.6470588235,8,20
10-31-2017 0,8,1013,1008.7714285714,1006,0,0,45,75,66.8857142857,58,45,0,0,0,0,0,0,20,8,6.4857142857,5,22
10-31-2017 1,5,1010,1009.3823529412,1008,0,1,35,69,54.1470588235,34,50,3243,465.9117647059,0,0,0,0,35,19,8.9411764706,6,29
10-31-2017 2,8,1010,1009.8,1009,8,2,45,46,34.4,29,40,199,120.9142857143,0,0,0,0,14,11,10.0285714286,9,14
10-31-2017 3,11,1013,1011.5882352941,1010,2,3,55,75,60.7058823529,47,17,0,0,0,0,0,0,5,12,6.8235294118,5,20
11-01-2017 0,6,1014,1012.8787878788,1011,9,0,39,69,62.7272727273,58,39,0,0,0,0,0,0,9,7,5.7272727273,4,9
11-01-2017 1,2,1015,1014.5142857143,1014,2,1,34,61,46.0571428571,28,42,2700,385.8571428571,0,0,0,0,31,17,8.7142857143,4,25
11-01-2017 2,5,1014,1013.1142857143,1012,8,2,48,49,41.4,37,20,199,115,0,0,0,0,5,12,10.8,9,11
11-01-2017 3,5,1013,1012.3529411765,1012,8,3,47,63,56.8823529412,51,17,0,0,0,0,0,0,5,10,8.0882352941,7,17
11-02-2017 0,0,1011,1007.7941176471,1002,8,0,32,77,71.3235294118,65,32,0,0,0,0,0,0,20,11,7.5294117647,5,23
11-02-2017 1,11,1010,1009.4285714286,1008,17,1,40,79,63.2857142857,43,42,3669,506.8,0,0,0,0,31,16,9.3428571429,5,31
11-02-2017 2,0,1008,1006,1005,8,2,41,61,55.1470588235,51,38,216,123.3235294118,0,0,0,0,8,14,13.0294117647,11,8
11-02-2017 3,0,1005,1004.1176470588,1003,5,3,38,75,65.6764705882,54,29,0,0,0,0,0,0,14,16,11.5294117647,10,23
11-03-2017 0,2,1008,1003.5142857143,1001,2,0,34,100,77.4285714286,63,37,0,0,0,10,1.1714285714,0,11,10,9.6285714286,9,11
11-03-2017 1,8,1002,1001.5294117647,1001,5,1,38,68,62.4705882353,56,47,332,152.7941176471,0,0,0,0,26,12,10.4705882353,8,17
11-03-2017 2,5,1004,1002.5428571429,1002,0,2,42,70,60.8857142857,57,34,362,148.6,0,0,0,0,8,14,12.9428571429,12,5
11-03-2017 3,11,1008,1006.0882352941,1004,0,3,58,99,85.8235294118,67,5,0,0,0,23,4.2647058824,0,2,13,11.1176470588,10,11
11-04-2017 0,8,1013,1010.0294117647,1008,0,0,29,100,92.2647058824,75,35,0,0,0,23,5.9117647059,0,17,14,10.9411764706,10,20
11-04-2017 1,5,1012,1011.1470588235,1010,0,1,23,100,85.5294117647,69,61,373,175.0882352941,0,6,2.0294117647,0,17,15,11.7058823529,10,5
11-04-2017 2,2,1012,1011.705882353,1011,2,2,41,77,62.6764705882,53,29,280,131.1176470588,0,0,0,0,5,21,13.9411764706,12,17
11-04-2017 3,0,1013,1013,1013,0,3,45,86,80.5714285714,72,28,0,0,0,0,0,0,11,15,12.3428571429,11,14
11-05-2017 0,0,1013,1011.2941176471,1009,5,0,38,94,89.7647058824,85,41,0,0,0,0,0,0,5,11,10.1470588235,9,8
11-05-2017 1,2,1013,1012.5588235294,1012,2,1,32,91,78.6176470588,63,41,375,155.7647058824,0,0,0,0,26,17,12.6176470588,10,17
11-05-2017 2,5,1012,1010.2857142857,1009,11,2,42,79,60.0857142857,51,42,286,119.2571428571,0,0,0,0,20,19,14.8571428571,11,20
11-05-2017 3,2,1010,1009.8529411765,1009,5,3,38,87,83.6470588235,77,35,0,0,0,0,0,0,11,11,9.7941176471,9,17
11-06-2017 0,11,1013,1010.1428571429,1008,8,0,40,98,90.5428571429,84,22,0,0,0,3,0.1428571429,0,5,10,9.0857142857,9,5
11-06-2017 1,8,1010,1009.2285714286,1008,2,1,17,100,99.1428571429,96,20,260,92.2,0,13,3.8857142857,0,8,11,9.9428571429,9,2
11-06-2017 2,2,1010,1009.705882353,1009,2,2,23,97,91.2647058824,88,23,392,111.5,0,0,0,0,5,13,12.4117647059,11,2
11-06-2017 3,5,1012,1011.3529411765,1010,0,3,32,98,92.6470588235,62,20,0,0,0,0,0,0,2,19,11.6176470588,9,14
11-07-2017 0,2,1015,1013.6470588235,1013,0,0,20,95,90.5294117647,84,14,0,0,0,0,0,0,2,9,8.6176470588,8,5
11-07-2017 1,5,1015,1014.3529411765,1013,2,1,8,95,89.2941176471,79,41,543,176.5882352941,0,0,0,0,8,11,8.7352941176,8,0
11-07-2017 2,5,1015,1014.0588235294,1014,2,2,32,83,78.5294117647,76,17,350,146.7941176471,0,0,0,0,2,11,10.4705882353,9,8
11-07-2017 3,3,1016,1015.3333333333,1015,3,3,20,84,82.6333333333,76,16,0,0,0,0,0,0,3,12,8.4,8,6
11-08-2017 0,2,1015,1013.2647058824,1011,8,0,14,100,91,86,8,0,0,0,13,3.3529411765,0,2,10,8.6470588235,8,0
11-08-2017 1,11,1015,1014.1714285714,1014,11,1,34,98,95.9714285714,88,11,145,49.6285714286,0,4,0.2857142857,0,2,9,8.1428571429,8,0
11-08-2017 2,2,1014,1012.6176470588,1012,5,2,2,100,99.9411764706,99,0,155,66.6764705882,0,21,4.5588235294,0,5,10,9.2058823529,8,2
11-08-2017 3,0,1012,1012,1012,0,3,0,100,100,100,0,0,0,0,13,3.1,1,0,10,10,10,0
11-09-2017 0,2,1011,1010.5294117647,1010,2,0,5,100,99.8529411765,96,2,0,0,0,23,10.8529411765,2,11,12,10.8529411765,10,8
11-09-2017 1,2,1011,1010.6764705882,1010,0,1,5,100,98.8529411765,81,8,115,32.8823529412,0,22,17.1470588235,12,14,17,11.7352941176,10,14
11-09-2017 2,2,1011,1010.1470588235,1010,0,2,0,100,100,100,0,184,75.1470588235,0,20,15.5294117647,13,5,13,12.6176470588,12,5
